Joe Thornton,7.412784028798342,9.826223403215408,12.604719407856466
Patrick Marleau,6.215693071484566,9.501099735498428,12.827179789543155
Justin Williams,13.874580167233944,15.686860531568527,17.65319699048996
Ilya Kovalchuk,11.443032935261726,14.84793420881033,19.140473887324333
Jason Spezza,5.53155130892992,8.660084679722786,11.581729166209698
Mikko Koivu,8.970900647342205,11.241108775138855,13.553360342979433
Jason Pominville,7.363535597920418,9.929808676242828,12.434590578079224
Tomas Plekanec,4.120329767465591,8.224292546510696,11.224117249250412
Valtteri Filppula,8.558235868811607,10.713354758918285,13.049911372363567
Frans Nielsen,7.389102503657341,10.16391385346651,12.286322206258776
Alexander Steen,7.7730923146009445,10.173777341842651,12.860709935426714
Chris Kunitz,2.87244438752532,6.768562830984592,10.155210912227632
Eric Staal,17.183912873268127,20.927543491125107,24.338396757841114
Thomas Vanek,11.455000847578049,13.911953717470169,15.925304442644121
Jeff Carter,11.998354934155941,14.110525734722614,17.985557854175568
Dustin Brown,17.12682445347309,19.385290443897247,22.011114254593853
Zach Parise,17.99366618692875,20.117975175380707,22.17529283463955
Ryan Getzlaf,9.946410059928894,12.221866995096207,14.36387350410223
Ryan Kesler,4.644858427345753,8.392159268260002,12.039612375199795
Corey Perry,8.10116408392787,11.373794414103031,14.231688424944881
Patrick Eaves,6.215015649795532,10.548364222049713,14.319363296031952
Loui Eriksson,7.2979314140975475,9.835095070302486,12.26573271304369
Patrice Bergeron,22.692766681313515,25.435681194067,29.051975905895233
David Backes,7.13747051730752,10.23616861552,12.906480938196182
Lee Stempniak,4.677097994834185,8.706676550209522,11.875868685543539
Joe Pavelski,20.338710233569145,22.84080646932125,25.52720557153225
Alex Ovechkin,32.65591624379158,37.141956090927124,45.21848469972611
Evgeni Malkin,21.71530994772911,27.09420397877693,32.18982455134393
Andrew Ladd,5.937695637345314,9.444849230349064,12.294511899352074
Blake Wheeler,19.928194627165794,22.502343580126762,26.389812886714935
Drew Stafford,5.729122545570135,9.056144878268242,11.908485755324365
Alexander Radulov,21.565791338682175,23.70096154510975,27.207773715257645
Travis Zajac,12.150426998734474,13.892316333949566,15.765341587364674
Carl Soderberg,14.0907137170434,15.923506766557693,17.868722662329674
Brandon Dubinsky,4.294145189225674,8.21673959493637,11.265848614275457
David Krejci,15.131806634366512,16.467342525720596,18.307941034436226
Ryan Callahan,6.725220240652561,9.665980823338032,12.210706196725368
Paul Stastny,11.881259873509407,13.557208105921745,15.757746793329716
Sidney Crosby,25.34740599989891,30.127023011446,35.53103220462799
Bobby Ryan,12.534751065075397,14.03623066842556,16.054632805287838
Anze Kopitar,16.853469014167786,19.709655717015266,22.401253744959835
T.J. Oshie,18.602119103074074,20.382842794060707,23.241825193166733
James Neal,10.610490202903748,13.411513529717922,16.455339550971985
Patric Hornqvist,17.18935200572014,19.868359714746475,23.16059948503971
Bryan Little,10.969967789947987,12.817000448703766,15.377843983471394
Brad Marchand,26.584258288145065,30.433160662651062,36.644116044044495
Nick Foligno,13.166083961725235,14.975054413080215,16.89509180188179
Kyle Okposo,13.003590412437916,14.867508634924889,17.23869375884533
Milan Lucic,6.318524599075317,9.934701919555664,12.636207796633245
Claude Giroux,20.64242760837078,24.13366101682186,27.8228974044323
Patrik Berglund,8.473350398242474,11.609797514975071,15.227885447442532
Derick Brassard,10.650176711380482,13.197838515043259,16.03493730723858
Michael Grabner,9.713582918047905,12.814971767365932,15.837113223969936
Phil Kessel,22.712687954306602,26.614488884806633,31.357627213001255
Nicklas Backstrom,18.57016696035862,21.399965211749077,23.748367115855217
Jonathan Toews,22.724242866039276,26.024007499217987,29.2795200496912
Jamie Benn,21.13238926231861,24.31247167289257,28.843593478202823
James van Riemsdyk,21.862892761826515,25.792045295238495,30.892610058188442
Logan Couture,20.436491802334785,23.84492479264736,27.754764705896378
Kyle Turris,11.769332066178322,14.058034271001816,16.91587956249714
David Perron,17.40173426270485,19.393670558929443,21.85281124711037
Patrick Kane,28.61341655254364,33.14787432551384,39.07165715098381
Evgenii Dadonov,20.748961612582207,23.226455450057983,26.15073010325432
Mikael Backlund,17.011028543114662,19.18104015290737,21.385883867740635
Max Pacioretty,17.3441880941391,20.30851721763611,23.842986479401592
Jakub Voracek,18.647547230124474,21.402465105056763,24.43250723183155
Wayne Simmonds,15.696780681610107,17.613598331809044,20.643733441829685
Steven Stamkos,27.143659248948097,30.518886372447014,35.336118787527084
Mikkel Boedker,9.307485178112984,11.617941781878471,13.740088328719139
Josh Bailey,15.14565522968769,16.91107116639614,19.26947632431984
Jordan Eberle,17.32122065126896,19.185305759310722,21.897032916545868
Derek Stepan,14.592280358076096,16.551826521754265,18.62311762571335
Adam Henrique,15.569680914282799,17.210298031568527,19.2496739923954
Gustav Nyquist,16.99483396112919,19.08680260181427,20.829010307788852
Cam Atkinson,25.04016475379467,28.560997247695923,33.5547012090683
Tyler Johnson,18.35520538687706,20.276517421007156,22.78020580112934
Mike Hoffman,23.735273331403732,27.097845822572708,31.778220847249035
Tyler Bozak,11.603017196059227,13.585783019661903,15.290774956345558
Marcus Johansson,13.848010301589966,16.190568692982197,18.867378607392315
Kyle Palmieri,22.212252512574196,25.454720482230186,28.703228488564495
Ryan O''Reilly,22.379531890153885,26.12884610891342,29.69835397601128
John Tavares,27.87356087565422,31.47073358297348,36.85527440905572
Matt Duchene,20.70751743018627,23.581298887729645,26.073795959353447
Evander Kane,21.984249457716942,25.82537204027176,29.39308649301529
Brayden Schenn,18.239110574126244,21.698116958141327,25.015088528394703
